"license.number","dba.name","aka.name","facility.address","facility.city","facility.zip","risk.category","status","license.code","latitude","longitude","lat","lng"
"2270539","EL CENTENARIO SPORTS BAR & GRILL","EL CENTENARIO SPORTS BAR & GRILL","4556 W ROOSEVELT RD","CHICAGO",60624,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8660719370994,-87.739769726135,NA,NA
"2270568","747 FOOD & DELI","747 FOOD & DELI","5747 W NORTH AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9092104211988,-87.7701582959356,NA,NA
"2270604","KRISPY POPCORN GOURMET",NA,"3225 W MONTROSE AVE","CHICAGO",60618,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9610662890051,-87.7093248288745,NA,NA
"2270621","LUCY'S PALETERIA Y NEVERIA FRUITLANDIA","LUCY'S PALETERIA Y NEVERIA FRUITLANDIA","4207 W 26TH","CHICAGO",60623,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8440707256335,-87.7297231042492,NA,-87.6773956
"2270677","SODEXO AMERICA, LLC","SODEXO AMERICA, LLC","9501 S DR MARTIN LUTHER KING JR DR","CHICAGO",60628,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7218041410881,-87.6139941151945,NA,NA
"2270685","La Michoacana Natural","La Michoacana Natural","6149 W Grand AVE","Chicago",60639,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9212617336833,-87.7800380884932,NA,NA
"2270771","KHO BO CHICAGO","KIM VIDEO","4945 N BROADWAY","CHICAGO",60640,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9728350227904,-87.6596250427159,NA,NA
"2270795","QUEST FOOD MANAGEMENT SERVICES, INC.","FRANCES W PARKER SCHOOL","330 W WEBSTER AVE","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9220868496148,-87.6377227600564,NA,NA
"2270882","VEG HEAD","VEG HEAD","4064 N LINCOLN AVE","CHICAGO",60618,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9558680800759,-87.6801228669928,NA,NA
"2270899","JOHNNY CASSEROLE","JOHNNY CASSEROLE","4019 N DAMEN AVE","CHICAGO",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9548327538756,-87.6786261751017,NA,NA
"22709","ILLINOIS BAR & GRILL INC","ILLINOIS BAR & GRILL INC","4135 W 47TH ST","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8077144719946,-87.7273989096168,NA,NA
"2270979","CENT & DIV PETROLEUM. INC.","CENT & DIV PETROLEUM. INC.","1201 N CENTRAL AVE","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9021910503325,-87.7655076571398,NA,-87.6773956
"2270985","MR. HUT FISH , CHICKEN & SUBMARINE INC","MR. HUT FISH, CHICKEN & SUBMARINE INC","2900 W 63RD ST","CHICAGO",60629,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7791895001147,-87.6958923739826,NA,NA
"2271049","NICO","NICO","1015 N RUSH ST","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9011980412913,-87.6275640618535,NA,NA
"2271065","JUST TACOS TAQUERIA","JUST TACOS TAQUERIA","3792 W 79TH ST","CHICAGO",60652,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7497418628195,-87.7179463916298,NA,NA
"2271066","IZ FOOD MART","IZ FOOD MART","2624 W NORTH AVE","CHICAGO",60647,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.910366098261,-87.6931077081511,NA,NA
"2271086","GEE JAYS","GEE JAYS","8550 -8558 S PULASKI RD","CHICAGO",60652,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7369653212892,-87.721652118145,NA,NA
"2271128","MONTROSE FRESH MARKET","MONTROSE FRESH MARKET","3440 W MONTROSE AVE","Chicago",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9612176160219,-87.7148208623659,NA,NA
"2271144","NAMASTE CHICAGO MART, INC.","NAMASTE CHICAGO MART","1550-1552 W MORSE AVE","CHICAGO",60626,"Risk 3 (Low)","Active","1006-FOOD RETAIL",42.0079505841723,-87.6699292717351,NA,NA
"2271170","BANH MI & CO.",NA,"214 W VAN BUREN ST","CHICAGO",60607,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8769491245978,-87.6341593426541,NA,-87.6773956
"2271173","NORTH BUENA MARKET","NORTH BUENA MARKET","4200 N BROADWAY","CHICAGO",60613,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9584835633025,-87.6532144891694,NA,NA
"2271176","PIZZA WINGS AND THINGS INC.","PIZZA WINGS AND THINGS INC.","5267 W NORTH AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9093616854847,-87.758116966054,NA,NA
"2271242","FOREVER YOGURT",NA,"818 W FULLERTON AVE","CHICAGO",60614,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.925552884958,-87.6495154817969,NA,NA
"2271266","CHICAGO KERNEL GOURMET POPCORN & MORE",NA,"511 S STATE ST",NA,NA,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8754149320985,-87.6274726112105,NA,NA
"2271275","NORTH SIDE BANQUETS","NORTH SIDE BANQUETS","4253 N KEDZIE AVE","CHICAGO",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.959108219077,-87.7080330923425,NA,NA
"2271288","GOLDEN BUN","GOLDEN BUN","5054 W Armitage AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9169551042892,-87.7531462159792,NA,NA
"2271300","TACO SPOT","TACO SPOT","9422 S LAFAYETTE AVE","CHICAGO",60620,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7227879063915,-87.6252163439608,NA,NA
"2271327","Estela Minimarket, Inc.",NA,"1315 W CHICAGO AVE","CHICAGO",60642,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8960754027252,-87.6601462193496,NA,-87.6773956
"2271332","TAQUERIA COACOYULA CORPORATION","TAQUERIA COACOYULA CORPORATION","5823 W FULLERTON AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9237775052986,-87.7719144264083,NA,NA
"2271363","JO'S GROCERY, INC.","JO'S GROCERY, INC.","5050 W CHICAGO AVE","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.895058346217,-87.7527809046568,NA,NA
"2271372","BOMBON CAKE DESIGN","BOMBON CAKE DESIGN","5618 S PULASKI RD","CHICAGO",60629,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7907343529933,-87.7232376793343,NA,NA
"2271391","CASA YARI","CASA YARI","3268 W FULLERTON AVE","CHICAGO",60647,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.924796324736,-87.7101206791758,NA,NA
"2271450","JIMMY'S RICE","JIMMY'S RICE","3737 W LAWRENCE AVE","CHICAGO",60625,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9681948555793,-87.7222707966104,NA,NA
"2271453","C-STORE","C-STORE","2200 W DEVON AVE","CHICAGO",60659,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9979215809228,-87.6850747998892,NA,NA
"2271456","HONEY FISH & CHICKEN","HONEY FISH & CHICKEN","8100 S STONY ISLAND AVE","CHICAGO",60617,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7477492117195,-87.5860374163924,NA,NA
"2271458","WALGREENS #15506","WALGREENS","3303 W 26TH ST","CHICAGO",60623,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.84437139104,-87.7076058653018,NA,-87.6773956
"2271471","MARIANO'S","MARIANO'S","1615 S CLARK ST","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8596296773128,-87.630124899277,NA,NA
"2271476","SODEXO AMERICA, LLC",NA,"500 W MONROE ST","CHICAGO",60661,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8806992461244,-87.6397250266387,NA,NA
"2271477","CITIZEN SKATE CAFE","CITIZEN SKATE CAFE","920 W WILSON AVE","CHICAGO",60640,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9655622983061,-87.6532628377209,NA,NA
"2271525","IRIE ISLAND","IRIE ISLAND","1442 W 103RD ST","CHICAGO",60643,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7068516328227,-87.6589464098642,NA,NA
"2271532","TONY'S STEAK & WING","TONY'S STEAK & WING","1400 W 95TH ST","CHICAGO",60643,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7213866491844,-87.6578758445591,NA,NA
"2271537","THE MIDWAY CLUB",NA,"450 N CITYFRONT PLAZA DR","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8901114965291,-87.6221038750602,NA,NA
"2271544","STUDENT LOUNGE",NA,"450 N CITYFRONT PLAZA DR","CHICAGO",60611,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8901114965291,-87.6221038750602,NA,NA
"2271551","YURI'S TAQUERIA",NA,"606 S SACRAMENTO BLVD","CHICAGO",60612,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8734915532884,-87.7011511105576,NA,-87.6773956
"2271562","HONG KONG CHINESE RESTAURANT INC.","HONG KONG CHINESE RESTAURANT","6958 N CLARK ST","CHICAGO",60626,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0082793598917,-87.6739473329667,NA,NA
"2271563","STARBUCK'S COFFEE #226","STARBUCKS","1530 E 53RD ST","CHICAGO",60615,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7996671228702,-87.5878145237816,NA,NA
"2271745","WE SERVE FOOD MART INC.","WE SERVE FOOD MART INC.","10857 S HALSTED ST","CHICAGO",60628,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.6962007604687,-87.6423527773208,NA,NA
"22747","CASTLEWOOD LIQUORS","CASTLEWOOD LIQUORS","2227-2229 W CHICAGO AVE","CHICAGO",60622,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,NA,NA
"22754","ILLINOIS INST OF TECHNOLOGY","EINSTEIN BROS. BAGELS/ HERMAN HALL KITCHEN","3241 S FEDERAL ST","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.835100345951,-87.6287612524291,NA,NA
"22758","IRAZU INC","IRAZU INC","1865 N MILWAUKEE AVE","CHICAGO",60647,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9153847273932,-87.6849737179897,NA,NA
"2277342","LUNADA MEXICAN GRILL, INC.","LUNADA MEXICAN GRILL","4888 1/2 S ARCHER AVE","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8045514672873,-87.7200203151367,NA,NA
"2277360","CHOLIE'S PIZZERIA INC","CHOLIE'S PIZZERIA","3711 W 63RD ST","CHICAGO",60629,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7786539424376,-87.7159045840398,NA,-87.6773956
"2277363","HUDSON","HUDSON (T2 UNITED MAIN)","11601 W TOUHY AVE","CHICAGO",60666,"Risk 3 (Low)","Active","1006-FOOD RETAIL",42.0085364008687,-87.9144284392705,NA,NA
"2277391","HUDSON","HUDSON (T5 MAIN/M10 DEPARTURES)","11601 W TOUHY AVE","CHICAGO",60666,"Risk 3 (Low)","Active","1006-FOOD RETAIL",42.0085364008687,-87.9144284392705,NA,NA
"2277393","CHOLIES PIZZERIA INC.","CHOLIES PIZZERIA INC.","1601 E 53RD ST","CHICAGO",60615,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7994682678259,-87.5863950268373,NA,NA
"2277408","IRVING SHELL GAS AND FOOD, INC.","IRVING SHELL GAS AND FOOD","6747 W IRVING PARK RD","CHICAGO",60634,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9526437098433,-87.7956932249312,NA,NA
"2277413","THE UNIVERSITY OF CHICAGO COURT THEATRE","COURT THEATRE","5535 S ELLIS","CHICAGO",60637,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7939798094757,-87.6012139356916,NA,NA
"2277462","HERBAL LIFE","HERBAL LIFE","2802 S KOLIN AVE","CHICAGO",60623,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8403086303516,-87.7331070589844,NA,NA
"2277497","1467 Milwaukee Restaurant, LLC","1467 Milwaukee Restaurant, LLC","1467 N MILWAUKEE AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9086539085532,-87.674549365757,NA,NA
"2277538","KAFECITO LLC","KAFECITO","3938 W 26TH ST","CHICAGO",60623,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.844375376804,-87.7235789702174,NA,-87.6773956
"2277572","W NAIL SPA & KIDS ISLAND",NA,"1358 W WEBSTER AVE","CHICAGO",60614,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9217303565128,-87.6631379762747,NA,NA
"2277580","DOMINO'S PIZZA","DOMINO'S PIZZA","5410 W DEVON AVE","CHICAGO",60646,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9974379129766,-87.7642448557079,NA,NA
"2277592","TURKEY CHOPS GRILL","TURKEY CHOPS GRILL","3506 W CHICAGO AVE","CHICAGO",60651,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8955903883367,-87.7141554616622,NA,NA
"2277647","DIVISION FOOD MARKET","DIVISION FOOD MARKET","4201 W DIVISION ST","CHICAGO",60651,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9024792113194,-87.731344816667,NA,NA
"2277659","UPTON'S NATURALS CO.",NA,"2054 W GRAND AVE","CHICAGO",60612,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8908976086632,-87.6790810296737,NA,NA
"2277699","SISTERS FOOD BASKET","SISTERS FOOD BASKET","401 E 75TH ST","CHICAGO",60619,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7582990437416,-87.6150546842318,NA,NA
"2277702","HAROLD'S CHICKEN","HAROLD'S CHICKEN","2521 W 63RD ST","CHICAGO",60629,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7790996767914,-87.6870599705947,NA,NA
"2277773","BIRRIERIA TEPATITLAN","BIRRIERIA TEPATITLAN","3143 W 51ST ST","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8007213005162,-87.7030730806826,NA,-87.6773956
"2277799","ELAINE CHOP SUEY","ELAINE CHOP SUEY","4512 S DAMEN AVE","CHICAGO",60609,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8105070967972,-87.6753116387282,NA,NA
"2277800","YOUR NEIGHBORHOOD STORE",NA,"1435 N SEDGWICK ST","CHICAGO",60610,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.908551211947,-87.6383656608268,NA,NA
"2277825","SOUTHERN KITCHEN SOUL FOOD RESTAURANT","SOUTHERN KITCHEN SOUL FOOD RESTAURANT","7167 S EXCHANGE AVE","CHICAGO",60649,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7646589119713,-87.5648751079253,NA,NA
"2277827","BRIDGEPORT COFFEE HYDE PARK",NA,"5020 S CORNELL","CHICAGO",60615,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8036956608721,-87.5866145107374,NA,NA
"2277852","ROYAL FOOD AND GASMART","ROYAL FOOD AND GASMART","9900 S HALSTED ST","CHICAGO",60628,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7141188680899,-87.6431454081817,NA,NA
"2277867","BLESSING MINI MART","ADAMS MINI MART","146 S KILDARE AVE","CHICAGO",60624,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8782654726821,-87.7330908925336,NA,NA
"2277881","CHECKERS #6361","CHECKERS #6361","11449 S HALSTED ST","CHICAGO",60628,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.6854588110289,-87.6420167737582,NA,NA
"2277924","DON RICO JR.","DON RICO JR","5160 S PULASKI RD","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7987502574327,-87.7234664101888,NA,-87.6773956
"2277942","MI RANCHITO","MI RANCHITO","5220 S PULASKI RD","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7979918699622,-87.723443740796,NA,NA
"2278002","NEVERIA Y PALETERIA LA SOL-IS CO.","NEVERIA Y PALETERIA LA SOL-IS CO.","6748 1/2 W DIVERSEY AVE","CHICAGO",60707,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9310024309908,-87.795015168693,NA,NA
"2278022","BURKE'S BACON BAR",NA,"610 N RUSH ST","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8929176677207,-87.625551443737,NA,NA
"2278041","COBBLER'S CAFE",NA,"7036 S WESTERN AVE","CHICAGO",60636,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7654099475788,-87.6834086100413,NA,NA
"2278045","ROCKETS ALL AMERICAN","ROCKETS ALL AMERICAN","222 W MERCHANDISE MART PLZ","CHICAGO",60654,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8880742810662,-87.6349552029274,NA,NA
"2278073","ARAMARK","de NOBILI","6350 N KENMORE AVE","CHICAGO",60660,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9979080423405,-87.6572011479441,NA,NA
"2278074","ARAMARK",NA,"6327 N KENMORE AVE","CHICAGO",60660,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9972358525143,-87.6568861597841,NA,NA
"2278083","TAQUERIA Y BIRRIERIA MORELIA, INC.","TAQUERIA Y BIRRIERIA MORELIA","5620 S PULASKI RD","CHICAGO",60629,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7906669533991,-87.7232357452738,NA,-87.6773956
"2278086","DAVANTI ENOTECA CHICAGO","DAVANTI ENOTECA","30 E HUBBARD ST","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8901962786994,-87.6267354528183,NA,NA
"2278116","BUZZ","BUZZ","1935 W IRVING PARK RD","CHICAGO",60613,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9540604048409,-87.6777270876177,NA,NA
"2278119","SUPER FURNITURE & DOLLAR PLUS INC.","SUPER FURNITURE & DOLLAR PLUS INC.","715 E 79TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7511446334216,-87.6070067618564,NA,NA
"2278128","RENAISSANCE CHICAGO O'HARE HOTEL","FRESH TO GO (MAIN FLOOR)","8500 W BRYN MAWR AVE","CHICAGO",60631,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9811807248781,-87.8391675577046,NA,NA
"2278129","RENAISSANCE CHICAGO O'HARE HOTEL","STARBUCKS (MAIN FLOOR)","8500 W BRYN MAWR AVE","CHICAGO",60631,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9811807248781,-87.8391675577046,NA,NA
"2278147","DOLLAR STATION","DOLLAR STATION","4041 W NORTH AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9097521454599,-87.7281009471243,NA,NA
"2278208","HALSTED STREET DELI","HALSTED STREET DELI","128 S FRANKLIN ST","CHICAGO",60606,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8799328207097,-87.6354025761003,NA,NA
"2278215","MARATHON","MARATHON","2800 W 63RD ST","CHICAGO",60629,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7792245323867,-87.6934564410327,NA,-87.6773956
"2278220","PIEROGI HEAVEN, INC","PIEROGI HEAVEN","329 S FRANKLIN ST","CHICAGO",60606,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8773970738501,-87.6350434145531,NA,NA
"2278225","BIG MIKES GYROS 2","BIG MIKES GYROS 2","2113 S STATE ST","CHICAGO",60616,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8538272308785,-87.6269579948778,NA,NA
"2278258","JOHNNY O'HAGAN'S","JOHNNNY O'HAGAN'S","3374 N CLARK ST","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9434597546367,-87.6536930946897,NA,NA
"2278279","JOY PLACE INC","JOY PLACE INC","2334 S WENTWORTH AVE","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8499540019225,-87.632094195591,NA,NA
"2278334","BURGER BOSS","BURGER BOSS","3208-3210 N SOUTHPORT AVE","CHICAGO",60657,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9400590614587,-87.663976501825,NA,NA
"2278353","D & J FRIED RICE INC.","D & J FRIED RICE INC.","5135 W DIVISION ST","CHICAGO",60651,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9021516892322,-87.754768224512,NA,NA
"2278359","NICKY'Z GYROS","NICKY'Z GYROS","3559 E 106TH ST","CHICAGO",60617,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7026295747308,-87.5365542304556,NA,NA
"2278360","CELL NUTRITION","CELL NUTRITION","4145 S ARCHER AVE","CHICAGO",60632,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8181337697149,-87.6974195552169,NA,-87.6773956
"2278374","SMALL WORLD BAR & GRILL","SMALL WORLD BAR & GRILL","3325 E 106TH ST","CHICAGO",60617,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7026492062631,-87.5427056980785,NA,NA
"2278380","LA FOOD MART",NA,"2838 W ROOSEVELT RD","CHICAGO",60612,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8666024774935,-87.697376090017,NA,NA
"2278386","JOHNNY'S BEEF & GYROS",NA,"2300 N LINCOLN AVE","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9236244659099,-87.6464272902905,NA,NA
"2278440","WALLA FOOD","CONVENIENT MART","158 N LARAMIE AVE","CHICAGO",60644,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8839666090472,-87.7553438675913,NA,NA
"2278446","QUICK SUB","QUICK SUB","604 N CICERO AVE","CHICAGO",60644,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8915461027882,-87.7458318668497,NA,NA
"2278453","TASTE OF INDIA","TASTE OF INDIA","209 E 31ST ST","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.838260309222,-87.6215010530484,NA,NA
"2278462","FRESH CHOICE GROCERY & MERCHANDISE",NA,"7800 S ASHLAND AVE","CHICAGO",60620,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7520811970632,-87.6636244368665,NA,NA
"2278474","LA ESQUINITA GROCERY STORE INC.","LA ESQUINITA","3058 W 40TH ST","CHICAGO",60632,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8209482675726,-87.7018796245544,NA,-87.6773956
"2278527","7 ELEVEN #29726J","7 ELEVEN","3700 N BROADWAY","CHICAGO",60613,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9491572433655,-87.6485266178884,NA,NA
"2278530","7 ELEVEN",NA,"2004 N HALSTED ST","CHICAGO",60614,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9183795460978,-87.6486643485401,NA,NA
"2278538","7 ELEVEN #27421J","7 ELEVEN","5600 W IRVING PARK RD","CHICAGO",60634,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.953292847298,-87.7670657077527,NA,NA
"2278542","7 ELEVEN #33067H","7 ELEVEN","5316 N MILWAUKEE AVE","CHICAGO",60630,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9769368876967,-87.7690743119701,NA,NA
"2278606","N.O.K KITCHEN Ltd","N.O.K KITCHEN","6075 N MILWAUKEE AVE","CHICAGO",60646,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9917951178146,-87.7824470802436,NA,NA
"2278634","MOBIL","MOBIL","48 E GARFIELD BLVD","CHICAGO",60615,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7947772328494,-87.6239193538545,NA,NA
"2278666","LA TIENDITA FOODMART","LA TIENDITA","3019 W 63RD ST","CHICAGO",60629,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7789207625049,-87.6991464932839,NA,NA
"2278693","WALGREENS #15526","WALGREENS","251 E HURON ST","CHICAGO",60611,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8949033023554,-87.6207437262396,NA,-87.6773956
"2278705","HEALTH FOOD & GROCERIES",NA,"123 S WESTERN AVE","CHICAGO",60612,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8795680063187,-87.686243346136,NA,NA
"2278707","ADRIANA COFFEE SHOP","ADRIANA COFFEE SHOP","6345 N CALIFORNIA AVE","CHICAGO",60659,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9970857263602,-87.6994756626789,NA,NA
"2278748","GOLO","GOLO","3541-3543 S CALIFORNIA AVE","CHICAGO",60632,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8288879866846,-87.6946374867525,NA,NA
"2278759","PARK VIEW MART ,INC","CITGO","6700-6718 S JEFFERY BLVD","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7733684085466,-87.5766385521771,NA,NA
"2278761","TAYLOR ST KITCHEN",NA,"2255 W TAYLOR ST","CHICAGO",60612,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8689048142672,-87.683433300102,NA,NA
"2278765","SAND BAKE","SAND BAKE","1051 W GRANVILLE AVE","CHICAGO",60660,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9944770011016,-87.6575728322625,NA,NA
"2278775","BEANS & BAGELS","BEANS & BAGELS","1812 W MONTROSE AVE","CHICAGO",60613,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9616168572467,-87.6751220616931,NA,NA
"2278792","Ugly Mug Cafe","Ugly Mug Cafe","1458 W Chicago AVE","Chicago",60642,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8962232638773,-87.664721187286,NA,-87.6773956
"2278794","FRONTERA GRILL/TOPLOBAMPO","FRONTERA GRILL","443 - 447 N CLARK ST","CHICAGO",60610,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8904972998038,-87.6309492051983,NA,NA
"2278798","EL PARIENTE TAQUERIA","EL PARIENTE TAQUERIA","1703 N PULASKI RD","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9118305598804,-87.7262473972421,NA,NA
"2278844","LA CASA DEL PAN BAKERY","LA CASA DEL PAN BAKERY","4454 N KEDZIE AVE","CHICAGO",60625,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9628410574945,-87.7084422608737,NA,NA
"2278852","FOUR BELLY","FOUR BELLY","3227 N CLARK ST","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9407301746724,-87.6511341467299,NA,NA
"2278855","SPICES OF INDIA INC.",NA,"1751 N SHEFFIELD AVE","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9133668646164,-87.6530507891693,NA,NA
"2278869","SHIV CAFETERIA, INC.","DEVRY","3300 N CAMPBELL AVE","CHICAGO",60618,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9414262927853,-87.6907993008006,NA,NA
"2278883","TORTILLAS Y RESTORANTE LOS GAMAS","TORTILLAS Y RESTORANTE LOS GAMAS","3333 W ARMITAGE AVE","CHICAGO",60647,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9172354470835,-87.7116585515767,NA,NA
"2278896","LOS GIRASOLES","LOS GIRASOLES","1012 W 31ST ST","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8380819114594,-87.6517808787218,NA,-87.6773956
